ID_Uzorka;Dubina_Busenja_cm;Temp_Tla_C;pH_Vrijednost;H2O_Postotak;Metan_Senzor;Organske_Molekule
11828;3.9;-76.6;5.35;0.1;Negativno;Ne
11829;5.0;-59.0;5.17;0.57;Negativno;Ne
11830;4.0;-83.9;5.13;1.06;Negativno;Ne
11831;20.7;-68.0;9.36;0.09;Negativno;Ne
11832;7.8;-58.8;5.78;0.07;Negativno;Ne
11833;0.0;-56.2;7.7;0.14;Negativno;Ne
11834;0.4;-68.0;7.63;1.1;Negativno;Ne
11835;1.3;-60.2;8.09;0.02;Negativno;Ne
11836;3.6;-71.6;6.19;0.24;Negativno;Ne
11837;4.2;-71.8;7.5;0.55;Negativno;Ne
11838;0.5;-76.5;6.69;0.24;Negativno;Ne
11839;1.0;-64.7;8.54;0.06;Negativno;Ne
11840;2.0;-60.6;10.93;0.54;Negativno;Ne
11841;11.7;-75.6;8.74;0.23;Negativno;Ne
11842;13.4;-51.8;5.8;0.84;Negativno;Ne
11843;0.7;-66.2;3.46;1.44;Negativno;Ne
11844;4.5;-80.3;2.41;0.3;Negativno;Ne
11845;5.7;-53.5;7.6;1.89;Negativno;Ne
11846;12.2;-48.9;8.82;0.1;Negativno;Ne
11847;8.7;-69.4;4.93;0.12;Negativno;Ne
11848;1.1;-59.1;8.33;0.05;Negativno;Ne
11849;0.5;-71.9;7.96;0.61;Negativno;Ne
11850;0.3;-59.1;7.54;0.56;Negativno;Ne
11851;9.6;-56.7;6.76;0.54;Negativno;Ne
11852;7.3;-63.6;11.17;0.5;Negativno;Ne
11853;4.7;-59.4;4.76;0.16;Negativno;Ne
11854;1.2;-80.5;8.13;0.58;Negativno;Ne
11855;1.2;-59.2;5.54;0.0;Negativno;Ne
11856;2.3;-40.5;6.82;0.82;Negativno;Ne
11857;4.4;-67.7;9.78;0.09;Negativno;Ne
11858;5.0;-71.2;7.9;0.55;Negativno;Ne
11859;0.0;-59.7;6.63;0.8;Negativno;Ne
11860;5.1;-65.6;6.8;0.31;Negativno;Ne
11861;2.8;-55.3;4.74;0.29;Negativno;Ne
11862;4.2;-62.7;6.38;1.18;Negativno;Ne
11863;11.2;-61.0;3.36;0.15;Negativno;Ne
11864;13.4;-48.6;5.67;0.13;Negativno;Ne
11865;1.0;-61.9;5.68;0.13;Negativno;Ne
11866;6.9;-54.8;6.91;0.78;Negativno;Ne
11867;4.4;-57.3;7.68;0.03;Negativno;Ne
11868;3.4;-59.4;6.57;1.47;Negativno;Ne
11869;3.3;-46.8;8.86;0.22;Negativno;Ne
11870;14.6;-67.5;9.47;0.46;Negativno;Ne
11871;2.9;-70.4;6.78;0.73;Negativno;Ne
11872;5.4;-83.4;9.32;0.16;Negativno;Ne
11873;3.8;-60.6;9.27;2.86;Negativno;Ne
11874;3.3;-33.6;6.96;0.39;Negativno;Ne
11875;2.5;-58.9;11.04;0.85;Negativno;Ne
11876;0.4;-73.8;8.4;0.34;Negativno;Ne
11877;1.6;-47.9;11.43;0.23;Negativno;Ne
11878;2.8;-70.3;5.11;0.48;Negativno;Ne
11879;0.5;-47.2;8.24;0.46;Negativno;Ne
11880;3.7;-70.9;6.32;0.04;Negativno;Ne
11881;21.0;-61.0;5.59;0.35;Negativno;Ne
11882;9.4;-45.1;4.0;0.22;Negativno;Ne
11883;6.2;-59.5;9.01;0.56;Negativno;Ne
11884;4.7;-68.6;4.92;0.16;Negativno;Ne
11885;1.1;-73.5;8.61;0.69;Negativno;Ne
11886;11.8;-59.9;7.07;0.5;Negativno;Ne
11887;6.0;-82.2;2.24;0.14;Negativno;Ne
11888;2.2;-54.5;4.87;1.35;Negativno;Ne
11889;2.1;-39.3;10.01;0.49;Negativno;Ne
11890;6.4;-70.3;6.47;0.01;Negativno;Ne
11891;2.6;-40.1;7.03;0.49;Negativno;Ne
11892;5.4;-51.0;4.03;0.05;Negativno;Ne
11893;0.1;-57.3;4.39;0.12;Negativno;Ne
11894;6.1;-50.4;6.73;0.61;Negativno;Ne
11895;0.1;-52.1;8.44;0.7;Negativno;Ne
11896;0.3;-74.8;4.9;0.37;Negativno;Ne
11897;7.0;-68.0;4.65;0.19;Negativno;Ne
11898;1.6;-77.2;5.94;0.5;Negativno;Ne
11899;0.1;-60.1;10.99;0.13;Negativno;Ne
11900;16.3;-66.7;9.12;0.72;Negativno;Ne
11901;5.7;-59.2;4.96;0.44;Negativno;Ne
11902;2.0;-62.6;8.99;3.08;Negativno;Ne
11903;3.3;-55.5;8.07;0.9;Negativno;Ne
11904;5.4;-51.6;13.11;0.12;Negativno;Ne
11905;0.8;-59.9;11.53;0.12;Negativno;Ne
11906;2.3;-54.2;8.24;0.22;Negativno;Ne
11907;1.1;-53.9;7.62;0.85;Negativno;Ne
11908;9.7;-55.5;8.04;0.25;Negativno;Ne
11909;1.6;-63.2;2.57;0.07;Negativno;Ne
11910;3.1;-52.9;3.26;0.14;Pozitivno;Ne
11911;0.6;-42.4;8.05;0.88;Negativno;Ne
11912;8.5;-78.1;6.37;1.0;Negativno;Ne
11913;5.4;-48.6;6.0;0.13;Negativno;Ne
11914;5.2;-60.3;4.5;0.32;Negativno;Ne
11915;6.7;-42.8;8.32;0.64;Negativno;Ne
11916;14.4;-78.8;5.18;0.68;Negativno;Ne
11917;1.4;-61.9;4.39;0.48;Negativno;Ne
11918;0.2;-43.2;4.77;0.88;Negativno;Ne
11919;2.2;-60.5;5.11;0.08;Negativno;Ne
11920;8.5;-57.7;8.85;1.06;Negativno;Ne
11921;1.1;-72.6;6.88;1.5;Negativno;Ne
11922;3.7;-63.6;9.34;0.44;Negativno;Ne
11923;0.5;-65.4;8.36;0.02;Negativno;Ne
11924;4.4;-46.5;2.39;0.38;Negativno;Ne
11925;13.3;-61.0;5.45;0.43;Negativno;Ne
11926;0.6;-72.2;9.32;0.52;Negativno;Ne
11927;4.1;-56.4;8.88;0.28;Negativno;Ne
11928;3.2;-66.0;4.39;0.85;Negativno;Ne
11929;1.2;-55.8;6.22;0.0;Negativno;Ne
11930;1.4;-65.3;4.14;0.81;Negativno;Ne
11931;3.5;-47.9;6.13;0.41;Negativno;Ne
11932;8.4;-81.0;5.66;1.67;Pozitivno;Ne
11933;0.8;-50.8;5.67;0.82;Negativno;Ne
11934;11.9;-44.3;5.31;0.28;Negativno;Ne
11935;7.9;-79.2;7.26;0.33;Negativno;Ne
11936;2.2;-82.7;6.44;0.01;Negativno;Ne
11937;11.6;-64.3;10.07;0.39;Negativno;Ne
11938;0.9;-52.7;9.69;0.88;Negativno;Ne
11939;0.7;-59.3;4.66;0.26;Negativno;Ne
11940;2.0;-64.1;7.99;0.67;Negativno;Ne
11941;3.7;-61.1;5.24;0.17;Negativno;Ne
11942;2.6;-78.1;8.67;0.45;Negativno;Ne
11943;9.9;-74.8;6.17;0.42;Negativno;Ne
11944;0.7;-56.4;8.14;0.13;Negativno;Ne
11945;2.3;-76.4;6.14;0.94;Negativno;Ne
11946;3.1;-58.6;9.98;0.57;Negativno;Ne
11947;2.3;-65.8;8.99;0.12;Negativno;Ne
11948;9.3;-64.9;8.07;0.3;Negativno;Ne
11949;4.3;-53.6;10.93;0.6;Negativno;Ne
11950;0.1;-44.9;5.44;0.66;Negativno;Ne
11951;2.2;-72.0;4.2;0.24;Negativno;Ne
11952;18.6;-70.6;7.29;0.23;Negativno;Ne
11953;3.4;-80.6;12.19;0.61;Negativno;Ne
11954;0.4;-44.5;4.73;0.46;Negativno;Ne
11955;1.7;-58.6;8.73;0.21;Negativno;Ne
11956;6.6;-54.6;9.59;0.07;Negativno;Ne
11957;7.0;-51.0;2.92;0.12;Negativno;Ne
11958;4.7;-59.8;8.23;0.75;Negativno;Ne
11959;3.1;-53.0;3.51;1.47;Negativno;Ne
11960;0.4;-72.1;9.96;0.09;Negativno;Ne
11961;5.6;-59.3;7.85;0.02;Negativno;Ne
11962;5.0;-51.4;3.99;0.73;Negativno;Ne
11963;2.0;-57.9;6.89;0.07;Negativno;Ne
11964;2.1;-66.0;7.68;0.86;Negativno;Ne
11965;3.3;-39.5;8.1;0.66;Negativno;Ne
11966;0.4;-73.9;6.8;0.43;Negativno;Ne
11967;1.2;-41.2;5.24;1.27;Negativno;Ne
11968;3.6;-52.8;5.51;0.46;Negativno;Ne
11969;0.3;-50.6;5.97;1.56;Negativno;Ne
11970;10.1;-64.7;11.03;0.39;Negativno;Ne
11971;0.4;-67.8;10.69;0.93;Negativno;Ne
11972;0.4;-52.3;7.75;0.7;Negativno;Ne
11973;2.9;-67.6;5.71;0.06;Negativno;Ne
11974;2.9;-53.1;9.19;1.28;Negativno;Ne
11975;2.6;-55.7;6.77;0.1;Negativno;Ne
11976;2.8;-60.4;5.37;0.27;Negativno;Ne
11977;1.3;-47.6;5.17;0.36;Negativno;Ne
11978;8.0;-48.6;6.46;0.16;Negativno;Ne
11979;5.2;-63.1;8.63;0.2;Negativno;Ne
11980;1.3;-68.7;4.98;0.05;Negativno;Ne
11981;6.2;-63.7;7.72;0.1;Negativno;Ne
11982;3.6;-56.2;8.76;1.6;Negativno;Ne
11983;1.8;-70.5;5.28;0.55;Negativno;Ne
11984;1.7;-60.5;10.65;0.22;Negativno;Ne
11985;5.2;-66.4;10.39;0.01;Negativno;Ne
11986;0.6;-58.5;5.83;0.41;Negativno;Ne
11987;5.3;-58.1;7.71;2.4;Negativno;Ne
11988;13.4;-59.1;5.46;0.38;Negativno;Ne
11989;0.2;-51.4;6.33;0.68;Negativno;Ne
11990;0.8;-46.4;2.06;1.14;Negativno;Ne
11991;9.7;-55.6;5.29;0.54;Negativno;Ne
11992;20.1;-55.6;7.3;0.78;Negativno;Ne
11993;1.3;-63.1;7.05;0.21;Negativno;Ne
11994;4.7;-49.3;7.18;0.61;Negativno;Ne
11995;9.3;-60.0;5.1;1.39;Negativno;Ne
11996;2.5;-55.9;6.42;0.07;Negativno;Ne
11997;0.9;-60.1;6.98;0.13;Negativno;Ne
11998;6.9;-59.3;5.62;0.33;Negativno;Ne
11999;1.0;-74.0;10.18;0.15;Negativno;Ne
12000;1.7;-61.8;9.44;0.14;Negativno;Ne
12001;2.3;-67.5;8.33;0.48;Negativno;Ne
12002;3.1;-49.9;5.04;0.3;Negativno;Ne
12003;2.3;-62.0;7.97;1.66;Negativno;Ne
12004;3.2;-66.8;4.39;0.01;Negativno;Ne
12005;5.0;-63.2;3.56;0.04;Negativno;Ne
12006;1.4;-49.3;5.74;0.15;Negativno;Ne
12007;0.9;-38.8;9.84;0.59;Negativno;Ne
12008;9.4;-56.7;6.19;0.82;Negativno;Ne
12009;1.9;-60.8;2.65;0.13;Negativno;Ne
12010;9.7;-64.4;3.27;0.56;Negativno;Ne
12011;10.8;-54.4;8.43;0.33;Negativno;Ne
12012;4.6;-69.7;11.27;0.63;Negativno;Ne
12013;2.7;-47.5;6.6;1.11;Negativno;Ne
12014;4.4;-62.3;5.6;0.55;Negativno;Ne
12015;4.4;-55.3;8.46;0.4;Negativno;Ne
12016;11.5;-56.3;8.97;0.23;Negativno;Ne
12017;11.2;-56.5;10.13;0.3;Negativno;Ne
12018;0.1;-79.7;5.25;0.68;Negativno;Ne
12019;1.9;-53.7;7.0;0.04;Negativno;Ne
12020;7.9;-56.2;8.32;0.92;Negativno;Ne
12021;3.4;-71.2;6.2;0.77;Negativno;Ne
12022;1.5;-65.9;7.76;0.34;Negativno;Ne
12023;5.9;-48.2;7.1;0.07;Negativno;Ne
12024;0.4;-71.3;3.98;0.2;Negativno;Ne
12025;4.9;-55.0;10.66;0.33;Negativno;Ne
12026;2.2;-44.5;6.97;0.24;Negativno;Ne
12027;3.8;-48.0;6.75;0.67;Negativno;Ne
12028;3.5;-49.8;6.45;0.68;Negativno;Ne
12029;3.9;-65.3;4.61;1.5;Negativno;Ne
12030;3.9;-53.8;6.3;0.02;Negativno;Ne
12031;1.6;-81.0;6.82;1.23;Negativno;Ne
12032;6.9;-62.9;9.2;0.24;Negativno;Ne
12033;4.6;-46.6;12.95;0.87;Negativno;Ne
12034;1.0;-62.9;10.08;0.26;Negativno;Ne
12035;0.8;-47.3;5.47;0.45;Negativno;Ne
12036;5.4;-62.1;5.86;0.17;Negativno;Ne
12037;7.7;-41.6;11.76;0.58;Negativno;Ne
12038;0.8;-73.7;3.76;1.45;Negativno;Ne
12039;1.0;-58.9;8.01;0.38;Negativno;Ne
12040;4.1;-53.4;7.9;0.66;Negativno;Ne
12041;2.2;-48.0;3.82;0.02;Negativno;Ne
12042;6.1;-58.4;7.83;0.26;Negativno;Ne
12043;4.3;-49.3;7.53;0.13;Negativno;Ne
12044;1.9;-52.4;7.83;0.33;Negativno;Ne
12045;0.8;-44.4;8.37;0.01;Negativno;Ne
12046;8.3;-57.6;6.19;0.43;Negativno;Ne
12047;4.8;-49.2;8.92;0.55;Negativno;Ne
12048;1.9;-64.4;6.73;0.05;Negativno;Ne
12049;2.3;-65.5;6.78;0.16;Negativno;Ne
12050;0.3;-59.8;10.78;0.35;Negativno;Ne
12051;1.6;-53.8;6.78;0.4;Negativno;Ne
12052;12.2;-56.5;10.14;1.69;Negativno;Ne
12053;4.5;-55.9;4.94;0.54;Negativno;Ne
12054;5.8;-51.8;8.01;0.51;Negativno;Ne
12055;4.0;-75.3;8.65;1.05;Negativno;Ne
12056;0.6;-41.2;7.3;0.18;Negativno;Ne
12057;5.5;-66.0;5.4;0.02;Negativno;Ne
12058;2.0;-76.6;4.89;0.48;Negativno;Ne
12059;3.1;-57.7;7.4;0.07;Negativno;Ne
12060;0.9;-56.7;8.17;0.56;Negativno;Ne
12061;5.7;-62.4;6.79;0.06;Negativno;Ne
12062;0.2;-67.4;5.09;0.03;Negativno;Ne
12063;17.5;-79.9;10.34;0.13;Negativno;Ne
12064;7.8;-44.9;12.83;0.01;Negativno;Ne
12065;1.7;-56.6;5.42;0.28;Negativno;Ne
12066;8.8;-71.0;4.81;0.7;Negativno;Ne
12067;25.4;-73.7;8.79;0.01;Negativno;Ne
12068;8.1;-61.6;8.3;0.06;Negativno;Ne
12069;0.3;-60.1;7.71;0.13;Negativno;Ne
12070;4.0;-55.9;6.14;2.14;Negativno;Ne
12071;3.1;-55.9;8.25;0.77;Negativno;Ne
12072;7.4;-54.8;12.15;0.39;Negativno;Ne
12073;6.6;-67.3;3.94;0.45;Negativno;Ne
12074;2.4;-48.0;6.04;0.24;Negativno;Ne
12075;1.3;-47.1;8.12;0.53;Negativno;Ne
12076;4.4;-61.6;7.89;0.3;Negativno;Ne
12077;4.1;-54.7;8.07;0.09;Negativno;Ne
12078;6.3;-46.8;7.32;0.83;Negativno;Ne
12079;6.0;-60.4;7.0;0.2;Negativno;Ne
12080;1.6;-64.7;7.57;0.87;Negativno;Ne
12081;6.8;-49.6;10.35;0.52;Negativno;Ne
12082;2.3;-56.0;6.1;0.59;Negativno;Ne
12083;4.9;-37.2;6.09;0.13;Negativno;Ne
12084;9.7;-54.6;5.37;2.05;Negativno;Ne
12085;3.3;-56.9;10.16;1.19;Negativno;Ne
12086;19.2;-69.6;7.46;0.49;Negativno;Ne
12087;2.5;-66.0;2.89;0.01;Negativno;Ne
12088;0.0;-68.6;4.4;0.1;Negativno;Ne
12089;0.9;-58.7;8.15;0.84;Negativno;Ne
12090;0.1;-62.7;8.6;1.14;Negativno;Ne
12091;4.1;-70.1;3.65;0.02;Negativno;Ne
12092;10.0;-54.7;8.11;2.25;Negativno;Ne
12093;3.2;-73.4;8.95;0.92;Negativno;Ne
12094;4.7;-48.8;5.87;0.09;Negativno;Ne
12095;5.6;-67.2;7.04;1.08;Negativno;Ne
12096;7.4;-66.6;10.72;2.98;Negativno;Ne
12097;8.5;-65.7;7.65;1.28;Negativno;Ne
12098;2.3;-68.0;6.85;0.0;Negativno;Ne
12099;14.9;-64.5;7.75;1.0;Negativno;Ne
12100;2.8;-74.2;8.41;0.08;Negativno;Ne
12101;5.9;-58.2;9.87;0.11;Negativno;Ne
12102;3.1;-76.2;10.15;0.05;Negativno;Ne
12103;7.1;-53.9;7.72;0.04;Negativno;Ne
12104;4.7;-38.2;7.37;0.01;Negativno;Ne
12105;1.4;-66.7;4.67;0.67;Negativno;Ne
12106;4.0;-76.2;11.07;1.03;Negativno;Ne
12107;1.7;-75.6;7.81;0.31;Negativno;Ne
12108;1.2;-40.0;4.96;0.25;Negativno;Ne
12109;4.1;-73.7;5.18;0.13;Negativno;Ne
12110;8.5;-62.9;7.99;0.24;Negativno;Ne
12111;14.6;-63.6;3.06;0.31;Negativno;Ne
12112;13.3;-60.6;2.71;1.21;Negativno;Ne
12113;4.6;-58.1;9.87;0.18;Negativno;Ne
12114;9.2;-69.2;6.42;1.12;Negativno;Ne
12115;0.8;-55.7;7.63;1.11;Negativno;Ne
12116;0.8;-71.6;11.09;1.11;Negativno;Ne
12117;0.7;-68.4;4.64;0.16;Negativno;Ne
12118;6.4;-58.2;7.09;0.02;Negativno;Ne
12119;1.8;-61.6;7.53;0.57;Negativno;Ne
12120;1.2;-65.9;3.9;0.36;Negativno;Ne
12121;0.5;-90.9;6.77;0.82;Negativno;Ne
12122;0.6;-58.8;9.33;0.5;Negativno;Ne
12123;5.5;-53.1;9.04;0.92;Negativno;Ne
12124;4.9;-79.2;7.13;0.08;Negativno;Ne
12125;12.7;-50.6;3.68;0.12;Negativno;Ne
12126;6.8;-67.1;6.63;0.89;Negativno;Ne
12127;1.8;-50.4;8.06;0.02;Pozitivno;Ne
12128;6.2;-57.4;4.82;0.62;Negativno;Ne
12129;1.5;-46.4;5.76;1.59;Negativno;Ne
12130;5.8;-47.2;4.25;0.07;Negativno;Ne
12131;3.5;-74.9;7.87;0.11;Negativno;Ne
12132;5.7;-45.8;7.94;0.17;Negativno;Ne
12133;7.2;-64.9;7.21;0.77;Negativno;Ne
12134;1.0;-81.0;6.71;0.81;Negativno;Ne
12135;8.8;-55.2;7.76;0.17;Negativno;Ne
12136;0.4;-66.7;10.05;0.2;Negativno;Ne
12137;2.5;-73.9;8.93;1.61;Negativno;Ne
12138;3.4;-50.0;5.4;0.95;Negativno;Ne
12139;3.2;-54.3;7.97;0.19;Negativno;Ne
12140;6.1;-84.8;5.3;0.02;Negativno;Ne
12141;3.8;-50.3;5.18;0.15;Negativno;Ne
12142;5.0;-64.3;5.72;0.21;Negativno;Ne
12143;1.4;-45.6;6.02;0.75;Negativno;Ne
12144;11.3;-70.9;4.15;0.26;Negativno;Ne
12145;0.2;-67.0;4.9;0.3;Negativno;Ne
12146;2.6;-56.5;9.55;0.33;Negativno;Ne
12147;0.3;-45.2;6.52;0.65;Negativno;Ne
12148;1.8;-44.4;7.23;0.3;Negativno;Ne
12149;0.2;-37.0;9.12;0.51;Negativno;Ne
12150;1.9;-44.6;7.89;0.3;Negativno;Ne
12151;0.1;-42.9;8.67;0.13;Negativno;Ne
12152;13.7;-72.7;4.48;0.13;Negativno;Ne
12153;0.1;-63.3;7.91;0.21;Negativno;Ne
12154;2.1;-70.8;5.75;0.92;Negativno;Ne
12155;4.0;-51.7;6.17;0.21;Negativno;Ne
12156;0.1;-68.7;7.11;0.01;Negativno;Ne
12157;13.9;-63.3;5.75;0.38;Negativno;Ne
12158;5.5;-62.8;3.58;0.15;Negativno;Ne
12159;3.3;-65.8;9.25;1.57;Negativno;Ne
12160;0.9;-75.5;6.66;0.33;Negativno;Ne
12161;5.5;-63.6;5.64;0.9;Negativno;Ne
12162;0.7;-62.8;2.52;0.48;Negativno;Ne
12163;14.0;-39.6;9.72;0.13;Negativno;Ne
12164;0.2;-60.7;5.49;0.27;Negativno;Ne
12165;7.4;-53.8;8.05;1.49;Negativno;Ne
12166;1.2;-58.5;10.05;0.06;Negativno;Ne
12167;1.1;-58.5;6.92;0.01;Negativno;Ne
12168;0.6;-58.4;7.48;1.13;Negativno;Ne
12169;1.7;-58.1;6.22;1.54;Negativno;Ne
12170;0.6;-52.4;3.63;0.23;Negativno;Ne
12171;1.0;-63.6;5.47;0.18;Negativno;Ne
12172;1.2;-62.8;7.92;0.04;Negativno;Ne
12173;2.5;-68.4;9.79;0.31;Negativno;Ne
12174;3.4;-40.5;5.46;0.81;Negativno;Ne
12175;1.9;-44.9;9.86;0.32;Negativno;Ne
12176;5.2;-58.3;8.51;0.06;Negativno;Ne
12177;1.2;-46.1;6.55;0.79;Negativno;Ne
12178;14.2;-50.3;6.33;0.43;Negativno;Ne
12179;5.8;-56.1;7.29;0.14;Negativno;Ne
12180;0.1;-65.2;7.86;0.12;Negativno;Ne
12181;29.1;-51.7;8.42;0.04;Negativno;Ne
12182;0.2;-53.3;9.92;0.2;Negativno;Ne
12183;0.7;-58.0;7.59;0.42;Negativno;Ne
12184;10.2;-68.0;5.53;0.14;Negativno;Ne
12185;0.6;-30.2;10.68;0.62;Negativno;Ne
12186;0.4;-59.2;7.23;0.76;Negativno;Ne
12187;2.1;-59.4;6.9;0.17;Negativno;Ne
12188;1.1;-56.5;3.71;0.25;Negativno;Ne
12189;1.4;-58.6;9.18;0.14;Negativno;Ne
12190;10.4;-59.8;7.05;0.01;Negativno;Ne
12191;0.8;-64.5;6.8;0.03;Negativno;Ne
12192;5.4;-66.0;6.53;0.3;Negativno;Ne
12193;0.0;-54.1;8.68;0.05;Negativno;Ne
12194;2.9;-70.1;6.18;0.77;Negativno;Ne
12195;1.3;-53.6;7.46;0.09;Negativno;Ne
12196;5.6;-65.8;9.13;0.49;Negativno;Ne
12197;1.9;-58.0;7.29;0.2;Negativno;Ne
12198;0.4;-65.8;6.49;0.22;Negativno;Ne
12199;9.2;-60.0;6.01;0.12;Negativno;Ne
12200;4.5;-81.6;5.22;0.19;Negativno;Ne
12201;1.1;-46.6;6.38;0.14;Negativno;Ne
12202;7.8;-77.0;3.51;0.63;Negativno;Ne
12203;11.5;-57.9;7.57;0.27;Negativno;Ne
12204;1.6;-60.2;3.87;0.36;Negativno;Ne
12205;3.1;-66.8;5.36;0.54;Negativno;Ne
12206;2.0;-49.9;4.9;1.36;Negativno;Ne
12207;2.8;-67.8;7.6;0.07;Negativno;Ne
12208;4.9;-68.3;3.21;0.24;Negativno;Ne
12209;7.8;-86.9;4.64;0.08;Negativno;Ne
12210;8.8;-62.6;8.08;0.84;Negativno;Ne
12211;6.3;-50.5;2.84;2.05;Negativno;Ne
12212;1.7;-51.4;3.9;1.46;Negativno;Ne
12213;9.4;-69.9;8.05;0.08;Negativno;Ne
12214;1.3;-49.1;6.91;0.05;Negativno;Ne
12215;17.5;-51.8;4.27;0.38;Negativno;Ne
12216;0.1;-36.7;6.75;0.94;Negativno;Ne
12217;0.8;-49.9;10.19;1.02;Negativno;Ne
12218;1.0;-48.2;5.47;1.2;Negativno;Ne
12219;3.2;-72.5;8.63;0.06;Negativno;Ne
12220;2.3;-61.3;9.51;0.08;Negativno;Ne
12221;23.7;-51.9;7.17;0.48;Negativno;Ne
12222;11.5;-66.3;8.79;0.38;Negativno;Ne
12223;0.0;-66.0;4.51;0.49;Negativno;Ne
12224;0.6;-45.4;7.56;0.27;Negativno;Ne
12225;2.8;-82.3;7.2;0.61;Negativno;Ne
12226;3.1;-59.0;10.55;0.83;Negativno;Ne
12227;1.6;-68.3;5.2;0.79;Negativno;Ne
12228;4.0;-57.8;1.82;0.06;Negativno;Ne
12229;3.6;-68.9;2.15;1.11;Negativno;Ne
12230;2.7;-60.9;4.89;0.03;Negativno;Ne
12231;0.8;-55.3;9.22;0.99;Negativno;Ne
12232;11.5;-68.6;8.6;0.11;Negativno;Ne
12233;3.2;-45.2;6.85;0.04;Negativno;Ne
12234;2.5;-54.9;3.65;0.03;Negativno;Ne
12235;0.3;-60.4;4.72;1.07;Pozitivno;Ne
12236;0.3;-73.1;7.36;0.21;Negativno;Ne
12237;3.3;-52.8;5.99;1.2;Negativno;Ne
12238;5.8;-65.8;9.85;0.11;Negativno;Ne
12239;2.9;-61.9;8.41;0.45;Negativno;Ne
12240;14.9;-69.6;8.47;0.06;Negativno;Ne
12241;13.3;-54.5;5.88;0.09;Negativno;Ne
12242;5.7;-54.6;2.22;0.66;Negativno;Ne
12243;2.8;-55.8;7.47;0.07;Negativno;Ne
12244;4.9;-53.4;7.35;0.16;Negativno;Ne
12245;2.1;-64.1;5.74;0.2;Negativno;Ne
12246;1.0;-66.9;7.11;0.6;Negativno;Ne
12247;2.3;-57.4;5.59;0.04;Negativno;Ne
12248;3.4;-59.6;7.03;0.8;Negativno;Ne
12249;0.4;-56.5;11.01;0.84;Negativno;Ne
12250;1.4;-54.5;5.45;0.82;Negativno;Ne
12251;13.0;-80.4;11.11;0.05;Negativno;Ne
12252;5.3;-58.1;7.37;0.05;Pozitivno;Ne
12253;3.9;-63.0;6.75;0.97;Negativno;Ne
12254;0.2;-55.7;10.43;0.13;Negativno;Ne
12255;0.0;-56.6;10.38;0.06;Negativno;Ne
12256;8.2;-50.8;4.81;0.03;Negativno;Ne
12257;3.5;-79.7;7.32;0.37;Negativno;Ne
12258;2.4;-50.8;3.55;1.27;Negativno;Ne
12259;0.7;-70.5;7.56;2.65;Negativno;Ne
12260;1.6;-65.9;6.07;4.46;Negativno;Ne
12261;7.3;-76.9;5.71;0.64;Negativno;Ne
12262;2.4;-60.9;8.73;0.03;Negativno;Ne
12263;0.8;-56.2;5.5;0.61;Negativno;Ne
12264;2.5;-59.4;8.07;1.19;Negativno;Ne
12265;0.6;-62.0;1.11;0.17;Negativno;Ne
12266;2.1;-73.8;6.88;0.02;Negativno;Ne
12267;2.5;-44.6;7.45;0.49;Negativno;Ne
12268;0.6;-67.7;9.89;0.93;Negativno;Ne
12269;2.5;-57.1;2.95;0.24;Negativno;Ne
12270;0.2;-61.2;7.71;0.54;Negativno;Ne
12271;6.2;-61.3;6.03;0.85;Negativno;Ne
12272;1.0;-85.1;6.15;0.13;Negativno;Ne
12273;0.1;-61.6;8.5;0.28;Negativno;Ne
12274;0.8;-52.6;6.56;0.13;Negativno;Ne
12275;27.5;-66.1;11.39;0.58;Negativno;Ne
12276;1.4;-66.6;9.38;0.29;Negativno;Ne
12277;1.3;-64.0;5.77;0.88;Negativno;Ne
12278;12.9;-55.4;8.45;0.07;Negativno;Ne
12279;5.1;-63.2;9.35;0.12;Negativno;Ne
12280;2.2;-65.7;8.22;0.12;Negativno;Ne
12281;1.6;-45.9;6.09;0.28;Negativno;Ne
12282;5.7;-43.0;4.97;0.73;Negativno;Ne
12283;12.1;-52.1;8.88;0.11;Negativno;Ne
12284;0.8;-65.0;7.67;0.3;Negativno;Ne
12285;2.6;-55.8;7.88;0.6;Negativno;Ne
12286;9.2;-53.9;7.08;1.01;Negativno;Ne
12287;5.3;-50.2;6.29;0.35;Negativno;Ne
12288;2.5;-45.7;6.86;0.46;Negativno;Ne
12289;0.7;-49.1;7.99;0.26;Negativno;Ne
12290;29.3;-59.0;6.34;0.34;Negativno;Ne
12291;0.6;-81.4;6.75;0.51;Negativno;Ne
12292;2.0;-66.5;5.55;0.03;Negativno;Ne
12293;2.4;-56.1;5.34;1.09;Negativno;Ne
12294;0.7;-61.4;8.28;1.77;Negativno;Ne
12295;1.2;-73.1;9.73;0.44;Negativno;Ne
12296;0.4;-55.3;4.52;0.34;Negativno;Ne
12297;3.9;-68.8;6.66;0.87;Negativno;Ne
12298;5.0;-56.0;7.0;0.27;Negativno;Ne
12299;4.2;-56.3;5.84;2.17;Negativno;Ne
12300;2.1;-56.0;9.54;1.33;Negativno;Ne
12301;5.2;-65.2;6.32;0.57;Negativno;Ne
12302;5.5;-57.3;6.57;0.45;Negativno;Ne
12303;6.3;-51.6;6.68;0.07;Negativno;Ne
12304;4.9;-60.4;6.58;0.6;Negativno;Ne
12305;8.4;-61.1;5.82;0.23;Negativno;Ne
12306;7.7;-65.7;6.03;0.66;Negativno;Ne
12307;0.2;-58.3;6.37;0.18;Negativno;Ne
